ISBN,goodreads_id,title,image,goodreads_link,publication_info,number_of_rattings,number_of_reviews,book_rate,number_of_5_stars_rating,number_of_4_stars_rating,number_of_3_stars_rating,number_of_2_stars_rating,number_of_1_stars_rating,author_name,author_link,author_no_of_books,author_followers,original_title,book_format,published,language,setting,all_contributors,number_of_editions,currently_reading,to_read,all_genres
9789948247296,49947465,لمبعوثون: ترنيمة القيامة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1563784366l/49947465.jpg,https://www.goodreads.com/book/show/49947465,"Published July 16, 2019",9 ratings,4 reviews,4.67,7 (77%),1 (11%),1 (11%),0 (0%),0 (0%),Ghid AlGhareb,https://www.goodreads.com/author/show/19382962.Ghid_AlGhareb,,,,"391 pages, Paperback","July 16, 2019 by دار ثقافة للنشر والتوزيع",Arabic,,"Ghid AlGhareb,غيد آل غرب",Show all 3 editions,,17 people want to read,
9789777780575,41720043,المرتد,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1578581801i/41720043.jpg,https://www.goodreads.com/book/show/41720043,"First published January 1, 2011","9,509 ratings",752 reviews,4.12,"3,977 (41%)","3,390 (35%)","1,585 (16%)",381 (4%),176 (1%),حسن الجندي,https://www.goodreads.com/author/show/3279601._,23 ,"6,703 followers",المرتد,"304 pages, Paperback","January 1, 2016 by دار نون للنشر والتوزيع",Arabic,,حسن الجندي,Show all 9 editions,433 people are currently reading,"6,954 people want to read","Horror,Novels,Fiction,Literature,Fantasy,Audiobook,Thriller"
9786140235038,95806908,‫كرز حامض‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/95806908,"Published July 6, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),سرى علوش,https://www.goodreads.com/author/show/6580120._,,,,268 pages,"July 6, 2018 by الدار العربية للعلوم ناشرون",Arabic,,سرى علوش,Show all editions,,,
9789921766394,59006650,خطف الحبيب,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631775218i/59006650.jpg,https://www.goodreads.com/book/show/59006650,"First published September 13, 2021",35 ratings,13 reviews,3.23,6 (17%),14 (40%),4 (11%),4 (11%),7 (20%),طالب الرفاعي,https://www.goodreads.com/author/show/2921320._,28 ,149 followers,خطف الحبيب,"260 pages, Paperback","September 13, 2021 by منشورات ذات السلاسل ",Arabic,,طالب الرفاعي,Show all 3 editions,1 person is currently reading,41 people want to read,
9786140237469,100884522,‫تغريدة الصوفي‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/100884522,"Published August 1, 2019",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),نبيل أبو حمد,https://www.goodreads.com/author/show/7771715._,7 ,,,271 pages,"August 1, 2019 by الدار العربية للعلوم ناشرون",Arabic,,نبيل أبو حمد,Show all editions,,,
9786140119970,31844959,رسالة النور؛ رواية عن زمان ابن المقفّع,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1473159170i/31844959.jpg,https://www.goodreads.com/book/show/31844959,"Published August 15, 2016",38 ratings,16 reviews,4.18,18 (47%),13 (34%),4 (10%),2 (5%),1 (2%),محمد طرزي,https://www.goodreads.com/author/show/7738455._,9 ,99 followers,,"190 pages, Paperback","August 15, 2016 by الدار العربية للعلوم ناشرون",Arabic,,محمد طرزي,Show all 5 editions,,59 people want to read,
9789773195250,56033496,المنتحر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606242521i/56033496.jpg,https://www.goodreads.com/book/show/56033496,"First published November 26, 2010",67 ratings,11 reviews,3.34,5 (7%),31 (46%),18 (26%),8 (11%),5 (7%),Olga Slavnikova,https://www.goodreads.com/author/show/5166269.Olga_Slavnikova,18 ,17 followers,Лёгкая Голова,"481 pages, Paperback","November 1, 2020 by العربي للنشر والتوزيع",Arabic,,"Olga Slavnikova,أولجا سلافينكوفا,سيد عمر (ترجمة)",Show all 16 editions,1 person is currently reading,105 people want to read,"Russia,Fiction,Russian Literature"
9789776549623,38375739,شفرة اللعبة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1605722412i/38375739.jpg,https://www.goodreads.com/book/show/38375739,"First published January 1, 2018",144 ratings,33 reviews,3.69,26 (18%),60 (41%),46 (31%),11 (7%),1 (<1%),شريف سعيد,https://www.goodreads.com/author/show/13529345._,7 ,97 followers,شفرة اللعبة:إتقان لعبة الاقتصاد و إدارة حياتك المالية,"138 pages, Paperback","January 1, 2018 by دار تويا للنشر و التوزيع",Arabic,,شريف سعيد,Show all 2 editions,28 people are currently reading,253 people want to read,Self Help
9789777781282,43434835,عذراء شفشاون,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1546374449i/43434835.jpg,https://www.goodreads.com/book/show/43434835,"First published January 1, 2018",347 ratings,57 reviews,3.41,111 (31%),79 (22%),52 (14%),51 (14%),54 (15%),أحمد جبريل,https://www.goodreads.com/author/show/17697136._,4 ,103 followers,عذراء شفشاون,"267 pages, Paperback","January 1, 2018 by دار نون للنشر والتوزيع",Arabic,,أحمد جبريل,Show all 3 editions,46 people are currently reading,713 people want to read,Novels
9789953896571,50885402,شيكاجو,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1570683910l/50885402.jpg,https://www.goodreads.com/book/show/50885402,"First published January 1, 2007","21,828 ratings","1,973 reviews",3.42,"4,160 (19%)","7,001 (32%)","6,233 (28%)","2,717 (12%)","1,717 (7%)",Alaa Al Aswany,https://www.goodreads.com/author/show/4465322.Alaa_Al_Aswany,33 ,"1,618 followers",شيكاجو,423 pages,"January 1, 2019 by دار الآداب",,"Chicago, Illinois (United States), University of Illinois, Chicago, Illinois (United States)",Alaa Al Aswany,Show all 60 editions,643 people are currently reading,12.2k people want to read,"Fiction,Novels,Egypt,Literature,Contemporary,The United States Of America,Politics"
9789922630946,56442361,قصة حصار لشبونة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609130227i/56442361.jpg,https://www.goodreads.com/book/show/56442361,"First published January 1, 1989","5,572 ratings",524 reviews,3.82,"1,532 (27%)","2,146 (38%)","1,393 (25%)",375 (6%),126 (2%),José Saramago,https://www.goodreads.com/author/show/1285555.Jos_Saramago,279 ,14k followers,História do Cerco de Lisboa,Paperback,"January 1, 2020",,Lisbon (Portugal),"José Saramago,جوزيه ساراماغو,علي عبد الرؤوف البمبي (Translator)",Show all 109 editions,453 people are currently reading,"7,898 people want to read","Fiction,Portugal,Historical Fiction,Portuguese Literature,Literature,Nobel Prize,Novels"
9789953876337,10323918,غومورا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1296086855i/10323918.jpg,https://www.goodreads.com/book/show/10323918,"First published April 1, 2006","18,018 ratings","1,186 reviews",3.78,"4,509 (25%)","7,088 (39%)","4,722 (26%)","1,342 (7%)",357 (1%),Roberto Saviano,https://www.goodreads.com/author/show/545764.Roberto_Saviano,77 ,"1,070 followers",Gomorra: Viaggio nell'impero economico e nel sogno di dominio della camorra,405 pages,"January 1, 2009 by هيئة أبو ظبي للثقافة والتراث - كلمة , الدار العربية للعل",,Naples (Italy),"Roberto Saviano,مها عز الدين (translator),روبيرتو سافيانو",Show all 133 editions,"1,643 people are currently reading",14.1k people want to read,"Nonfiction,Crime,Italy,True Crime,History,Italian Literature,Politics"
9786144258927,36492670,العودة إلى كازابلانكا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509215054i/36492670.jpg,https://www.goodreads.com/book/show/36492670,"First published August 21, 2014",110 ratings,13 reviews,3.65,27 (24%),38 (34%),27 (24%),15 (13%),3 (2%),Fouad Laroui,https://www.goodreads.com/author/show/797094.Fouad_Laroui,58 ,90 followers,,"304 pages, Paperback","January 1, 2016",Arabic,,"Fouad Laroui,لينا بدر (Translator )",Show all 10 editions,3 people are currently reading,154 people want to read,"France,Fiction"
9783899303384,12721521,الوريقات تطير من الأشجار كالعصافير,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433026031i/12721521.jpg,https://www.goodreads.com/book/show/12721521,"First published July 22, 2009",180 ratings,55 reviews,2.87,9 (5%),34 (18%),76 (42%),46 (25%),15 (8%),A.R. Ammons,https://www.goodreads.com/author/show/73601.A_R_Ammons,42 ,57 followers,,"132 pages, Paperback","January 1, 2009 by منشورات الجمل، كلمة",Arabic,,"A.R. Ammons,سامر أبو هواش (ترجمة),آيه. آر. آمونز",Show all 2 editions,3 people are currently reading,194 people want to read,"Poetry,American"
9789953713960,52021238,مكعبات هيام,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1583183929i/52021238.jpg,https://www.goodreads.com/book/show/52021238,"First published January 1, 2009",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),حبيب فارس,https://www.goodreads.com/author/show/15169751._,4 ,,مكعبات هيام,"288 pages, Paperback","January 1, 2009 by دار الفارابي",Arabic,,حبيب فارس,Show all editions,,,
9789957178215,50041827,لطفي الهارب,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1563190872l/50041827.jpg,https://www.goodreads.com/book/show/50041827,"First published April 6, 2019",7 ratings,4 reviews,4.86,6 (85%),1 (14%),0 (0%),0 (0%),0 (0%),هبة فراش,https://www.goodreads.com/author/show/19354854._,2 ,1 follower,لطفي الهارب,335 pages,"April 6, 2019 by akyol",Arabic,,هبة فراش,Show all editions,,6 people want to read,
9789933354176,42525793,حفلة التيس,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1540812619i/42525793.jpg,https://www.goodreads.com/book/show/42525793,"First published January 1, 2000","32,561 ratings","2,962 reviews",4.32,"16,547 (50%)","11,201 (34%)","3,660 (11%)",852 (2%),301 (<1%),ماريو بارغاس يوسا,https://www.goodreads.com/author/show/17206895._,23 ,128 followers,La Fiesta del Chivo,"591 pages, Paperback",الجمل,,"Dominican Republic (, 1960), Santo Domingo (Dominican Republic)","ماريو بارغاس يوسا,صالح علماني (Translator)",Show all 155 editions,"2,264 people are currently reading",42.7k people want to read,"Fiction,Historical Fiction,Novels,Spanish Literature,Latin American,Literature,Nobel Prize"
9786140234611,95771838--,‫دموع حمراء - الجزء الثاني‬,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/95771838--,"Published March 1, 2018",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),وجدان بنت سلمان عبد العزيز,https://www.goodreads.com/author/show/26156110._,,,,130 pages,"March 1, 2018 by الدار العربية للعلوم ناشرون",Arabic,,وجدان بنت سلمان عبد العزيز,Show all editions,,,
9781773225081,39603180,الملك في بجامته,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522086531i/39603180.jpg,https://www.goodreads.com/book/show/39603180,"First published January 1, 2018",10 ratings,5 reviews,3.7,3 (30%),2 (20%),4 (40%),1 (10%),0 (0%),خضير فليح الزيدي,https://www.goodreads.com/author/show/8178746._,20 ,21 followers,الملك في بجامته,279 pages,"January 1, 2018 by دار الرافدين",Arabic,,خضير فليح الزيدي,Show all editions,1 person is currently reading,42 people want to read,
9789770925998,7043269,إبراهيم الثاني,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1256447826i/7043269.jpg,https://www.goodreads.com/book/show/7043269,"First published January 1, 1943",59 ratings,5 reviews,3.54,12 (20%),21 (35%),15 (25%),9 (15%),2 (3%),إبراهيم عبد القادر المازني,https://www.goodreads.com/author/show/2552766._,58 ,484 followers,إبراهيم الثاني,202 pages,"January 1, 2009 by دار الشروق",Arabic,,إبراهيم عبد القادر المازني,Show all 6 editions,4 people are currently reading,105 people want to read,Fiction
9782843090745,50684176,أرضنا البكر,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580130986i/50684176.jpg,https://www.goodreads.com/book/show/50684176,"First published January 1, 1932",493 ratings,21 reviews,4.01,177 (35%),196 (39%),83 (16%),21 (4%),16 (3%),Mikhail Sholokhov,https://www.goodreads.com/author/show/44202.Mikhail_Sholokhov,152 ,412 followers,Поднятая целина,"856 pages, Paperback","January 1, 2018 by دار المدى",Arabic,,"Mikhail Sholokhov,ميخائيل شولوخوف,غائب طعمة فرمان (Translator)",Show all 42 editions,26 people are currently reading,656 people want to read,"Classics,Russia,Russian Literature,Fiction,Novels,Roman,Nobel Prize"
9783899303476,7372504,أنا أيضًا أغني أمريكا,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1261371107i/7372504.jpg,https://www.goodreads.com/book/show/7372504,"Published January 1, 2009","1,647 ratings",409 reviews,4.2,747 (45%),565 (34%),267 (16%),53 (3%),15 (<1%),Langston Hughes,https://www.goodreads.com/author/show/36910.Langston_Hughes,331 ,"1,841 followers",,"143 pages, Paperback","January 1, 2009 by منشورات الجمل، كلمة",Arabic,,"Langston Hughes,لانغستون هيوز,سامر أبو هواش (Translator)",,,,"Poetry,Picture Books,Childrens,African American,History,Nonfiction,Cultural"
9789953895338,60706188,موعد في القدس,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,https://www.goodreads.com/book/show/60706188,"Published January 1, 2016",0 ratings,0 reviews,0.0,0 (0%),0 (0%),0 (0%),0 (0%),0 (0%),صلاح شكيرو,https://www.goodreads.com/author/show/3404384._,2 ,,,"408 pages, Paperback","January 1, 2016 by Dar Al Adab دار الآداب",Arabic,,صلاح شكيرو,Show all editions,,,
9789776541566,37913420,حين يلتقيان,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1515707956i/37913420.jpg,https://www.goodreads.com/book/show/37913420,"First published January 1, 2018",186 ratings,16 reviews,3.18,41 (22%),37 (19%),46 (24%),38 (20%),24 (12%),بهاء الغرايبة,https://www.goodreads.com/author/show/14718254._,10 ,51 followers,حين يلتقيان,"272 pages, Paperback","January 1, 2018 by عصير الكتب",Arabic,,بهاء الغرايبة,Show all 2 editions,30 people are currently reading,609 people want to read,
9789948014140,13247124,الراهبة,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1324094160i/13247124.jpg,https://www.goodreads.com/book/show/13247124,"First published January 1, 1796","6,801 ratings",473 reviews,3.73,"1,687 (24%)","2,508 (36%)","1,849 (27%)",574 (8%),183 (2%),Denis Diderot,https://www.goodreads.com/author/show/11004.Denis_Diderot,"1,164 ",481 followers,La Religieuse,"199 pages, Hardcover","January 1, 2009 by هيئة أبوظبي للثقافة والتراث - كلمة",Arabic,France,"Denis Diderot,روز مخلوف (ترجمة)",Show all 348 editions,166 people are currently reading,10.4k people want to read,"Classics,Fiction,France,French Literature,18th Century,Philosophy,Religion"
